value,category,name
241122,Product Design,Hackaball - A computer you can throw
206806,Tabletop Games,Mutant Crawl Classics RPG (MCC RPG)
216230,Hardware,ZENDURE: Crush Proof External Batteries for Everyday Life
64123,Product Design,Pluggy Lock - Twist and GO!
247502,Tabletop Games,Dungeon Lords Anniversary Edition
205958,Tabletop Games,King Down
64265,Video Games,Jotun
234450,Music,PIXIES: A Visual History (Exclusive Ltd. Ed. Hardcover)
87517,Webcomics,Wilde Life Volume One
86946,Video Games,Hex Heroes - A Party RTS for Wii U/PC/Mac/Linux
139205,Product Design,Hustle : The Worlds First Planner Made From Stone Paper
237611,Design,ProSounds M-Series Electronic Hearing Protection Earmuffs
83100,Comics,Smut Peddler: Classy Smut by Classy Dames.
52132,Tabletop Games,Best Treehouse Ever by Scott Almes and Green Couch Games!
92452,Classical Music,Set Chopin Free
505621,Camera Equipment,SteadXP Video Stabilization
128620,Product Design,Pico: Time-lapse made simple
72724,Fashion,Declan Squared - Microfiber pocket squares & handkerchiefs
788125,Thrillers,DEN BLOMSTERTID NU KOMMER: Feature film (Thriller)
183105,Video Games,Libra of the Vampire Princess: Visual Novel English Release
71591,Tabletop Games,Dead Man's Draw Deluxe Tin Box Card Game -Captain Carcass!
416376,Wearables,Buhel Tech Sunglasses + Headphones: No Earphones Or Wires!
185322,Video Games,Elysian Shadows Next-Gen 2D RPG for Dreamcast & Steam & OUYA
353943,Tabletop Games,Widower's Wood: an Iron Kingdoms Adventure Board Game
207061,Narrative Film,BESIDE STILL WATERS: A Chris Lowell Film
135002,Product Design,Ringbow - Next Generation Gaming Accessory
314581,Product Design,TOUCH TIME: Digital Watch with Touch Screen
227673,Sound,XPUMP | TURN ANY SOUND SOURCE INTO A HOME THEATER EXPERIENCE
42534,Tabletop Games,Dungeon Busters 3-5 Player 20 Minute Filler Family Card Game
93905,Tabletop Games,Stuff and Nonsense
228714,Design,"Thousand: Finally, a bike helmet you actually want to wear"
155519,Product Design,Neat Ice Kit | Perfectly Clear Ice at Home
306127,Video Games,You Are Now EarthBound
57607,Product Design,Clingies - A versatile clip and docking system.
61454,DIY Electronics,IoT HAT for Raspberry Pi: A must-have for Pi Zero
105097,Periodicals,The Great Discontent Magazine
196560,Product Design,Esington Glass: The Ultimate Productivity Timer
101591,Graphic Novels,"Notes on a Case of Melancholia, Or: A Little Death"
45157,Tabletop Games,"Antidote - A Game of Deduction, Deception and Mortality"
176525,Video Games,The Repopulation: A Sandbox MMORPG
153341,Product Design,Keyport Slide 2.0 - The Keychain Reinvented
207185,World Music,NEW MUSIC FROM MY HEART TO YOURS
170509,Tabletop Games,Grimtooth's Ultimate Traps Collection
112082,Product Design,StormTag - A Bluetooth Weather Station. On Your Keyring.
151837,Tabletop Games,Alien Frontiers 4th Edition
247181,Country &amp; Folk,Chely Wright's New Studio Album!
112722,Animation,BAMAN PIDERMAN: MAKE DA SHOW!
108630,Tabletop Games,Evil Baby Orphanage
101743,Product Design,The Vamp - Bring Back the Sound
45783,Video Games,DwarfCorp
215369,Tabletop Games,DCC RPG 4th Printing
281241,Tabletop Games,Spellbook Gaming Boxes
296588,Gadgets,WakaWaka Base: a Power & Light First Aid Kit
275000,Technology,CogniToys: Internet-connected Smart Toys that Learn and Grow
108950,Video Games,Pixel Press: Draw Your Own Video Game
26735,Video Games,LIONESS
463996,Product Design,SpineGym - Strong Back and Abs for life
681461,Hardware,World\u2019s first roast-grind-brew coffee machine
68515,Software,J.A.E.S.A : Next Generation Artificial Intelligence
186459,Webseries,LRR's Last Season of Sketches
54523,Literary Journals,QUEERS DESTROY SCIENCE FICTION!
150353,Product Design,WRENCHit - Turning Smart
295645,Tabletop Games,Deluxe Wraith: the Oblivion 20th Anniversary Edition
787612,Hardware,Electric Objects: A Computer Made for Art
66093,Tabletop Games,Grifters
74352,Product Design,MICRO - The MOST beautiful minimalist wallet EVER!
180942,Tabletop Games,High Frontier
151175,Video Games,Son of Nor - The World is Your Weapon
56931,Video Games,Ghost Theory - A serious take on paranormal research
359112,Technology,N2 \u2013 Writing experience as a pen with digital convenience
62391,Hip-Hop,"""CINEMETROPOLIS"": BLUE SCHOLARS SIGNS TO THE PEOPLE"
98725,Nonfiction,SEGA Mega Drive/Genesis: Collected Works
160729,Technology,Aumi - Reinventing the Night Light
103461,Children's Books,My First Science Textbook: Chemistry Story Books for Kids
56662,Tabletop Games,Watchmen of Destiny
109485,Product Design,The Ultimate Titanium Keychain Knife - for Everyday Carry
54610,Webseries,This is Not a Conspiracy Theory
447900,Product Design,Moment Smartwatch:  world's first wrap around smart watch
233771,Tabletop Games,Thank you to all our backers!
319193,Gadgets,Petcube Bites + Petcube Play: Treat & Care for Pets Remotely
82873,Tabletop Games,GG: A mind dazzling card battle game
67636,Video Games,SUNSET - a first-person videogame thriller
105324,Apparel,Period Panties Boyshorts
156180,Fashion,"Stealth Socks: Covertly Fresh, Impeccably Styled"
41330,Video Games,Rebuild: Gangs of Deadsville
74173,Design,dscvr : a roadworthy Virtual Reality headset for smartphones
168360,Tabletop Games,Beasts of Balance\xa0- a new kind of game
97197,Tabletop Games,"Knot Dice: Celtic Knot Games, Puzzles, and Art"
266917,Technology,kGoal Smart Kegel Trainer
55314,Video Games,XO: a retro sci-fi strategy game for PC/Mac/Linux
56173,Tabletop Games,CREATURES - the card game.
32435,Design,The Habit Journal: track your habits and achieve your goals
158000,Narrative Film,FAT KID RULES THE WORLD
114136,Music,"Big Launch for Paul and Storm's New Album, BALL PIT"
96583,Tabletop Games,Cthulhu Playing Cards
370001,Product Design,LaMetric Time - smart clock for home and business
268801,Tabletop Games,"Vinhos Deluxe Edition: Like fine wine, age has improved it!"
59677,Hardware,microSSD - add up to 384GB extra storage to your Macbook
78017,Video Games,Unwritten: That Which Happened
135091,Documentary,Hidden Colors 4
100116,Graphic Design,Calamityware dinner plate 3
110540,Technology,"SmartEgg: The Elegant, Simple Universal Remote"
132890,Product Design,ONELID - fits all
119910,Apps,The Disaster Prediction App
153636,Product Design,The Blaze Burner - the best back light for bikes.
59032,Tabletop Games,Herbaceous - A Flavorful Card Game
79053,Music,Audrey Assad's First Indie Record!
108785,Hardware,"blink(1) mk2, the USB RGB LED, improved"
88636,Video Games,Memory's Dogma a scifi indie visual novel from Japan
29275,Video Games,Learn Japanese To Survive! Katakana War
20532,Tabletop Games,LORD of the DEAD - an asymmetrical hex & counter microgame
390977,Fashion,ORIGINAL GRAIN: All-Natural Wood & Stainless Steel Watches
73694,Webcomics,My Life in Japan: The Comic Book
692912,Product Design,Redux COURG - Hybrid Watches with Missions to Tackle
152414,Video Games,Root Double- Before Crime * After Days- Xtend Edition
28323,Video Games,Basement
518538,Tabletop Games,Golem Arcana
61084,Rock,Lester's Time Has Come Today
100429,Product Design,Shower Like A Man with Dr. Squatch Shampoo & Conditioner
43169,Product Design,Yolkr - The incredible egg yolk separator
648535,Hardware,"SYNEK pours your favorite beer on draft, at home."
110912,Tabletop Games,The Pursuit of Happiness
24857,Product Design,Zipi: magnetic earbud strap
154490,Footwear,THE NINJA - Impossibly Light MICROFIBER\xae Footwear
89695,Product Design,OSTRICH PILLOW MINI
5723,Tabletop Games,"Where Art Thou, Romeo?"
89697,Graphic Design,Screencasting a Complete Redesign
93845,Games,Hillfolk: DramaSystem roleplaying by Robin D. Laws
207817,Tabletop Games,Three New Treasure Chests of Realistic Resource Tokens
132010,Product Design,TimeDock Pebble Time 2 and Pebble 2 Charging Dock
67251,Tabletop Games,Bottom of the 9th: A Dice & Card Game of Classic Baseball
182058,Product Design,The AGUA. A totally new way to carry your camera!
101883,Graphic Novels,SkyHeart Book I: The Star Seed
193376,Hardware,Smart Rope
142197,Fashion,LIGHT WING Trainers: Impossibly Light Tyvek Paper Shoes
85662,Product Design,Bike Balls Bicycle Light
206819,Tabletop Games,RuneQuest: Classic Edition
113554,Tabletop Games,"Zombies, Run! The Board Game"
154014,Animation,Bubblegum Crisis Ultimate Edition Blu-Ray Set
327403,Tabletop Games,Sentinel Tactics: The Flame of Freedom
292097,Wearables,Gauss - Redefining Eye Protection for the Digital Age
91647,Animation,Joan Cornell\xe0 Animation Project
118188,Fiction,The Warden and the Wolf King
110486,Product Design,The World's First Super-Soft Ear Muff for Sleeping
171446,Webseries,Whatever this is.
92182,Tabletop Games,PolyHero Dice - Warrior Set
628417,Camera Equipment,pixelstick - Light painting evolved.
1119029,Product Design,Redefining Swiss Automatic Watches by LIV
209100,Technology,iControlPad 2 - The open source controller
130084,Tabletop Games,Hexels:  The completely modular Settlers of Catan game board
142774,Tabletop Games,Colosseum : Emperor's Edition
104146,Small Batch,SOSU Barrel-Aged Sriracha
163990,Documentary,App: The Human Story
98665,Hardware,Tikker \u2013 The wrist watch that counts down your life!
254157,Tabletop Games,Project: ELITE
176925,Film &amp; Video,Secure the future of the Denver Film Society!
57138,Video Games,Hollow Knight
111645,Hardware,Micro Phone Lens 150x: Cell Phone Based Microscope
177553,Food,"Range. Smart thermometer, smarter kitchen. (For iPhone/iPad)"
63892,Tabletop Games,Vye: The Card Game
66824,Product Design,the SLIDE wallet by STITCH & LOCKE
471558,Apparel,The World's Best Hybrid Hoodie
43498,Tabletop Games,Melee
93907,Playing Cards,Anubis & Osiris Luxury Playing Cards by Steve Minty
136476,Sound,You Tune - Adjustable Earplugs and Wireless Earphones
77195,Narrative Film,"""Me + You"" -- Feature film set in Brazil"
107662,Product Design,Mighty Mug - The Mug That Won't Fall
192056,Apps,Devslopes - ANYONE Can Learn to Code
98001,Hardware,POWERQUBE - The 21st Century solution to the power strip
185200,Tabletop Games,Sentinels of the Multiverse: Shattered Timelines
303061,Hardware,GEEK: A New USB Awesomifier for Headphones
22885,Tabletop Games,Stellar Armada - $1 board game for 1-4 players
110182,Wearables,Kerv \u2013 the world\u2019s first contactless payment ring
281392,Tabletop Games,Deluxe V20 Dark Ages
125808,Playing Cards,Black Mint Playing Cards
117108,Documentary,Korengal Theatrical Release
599925,3D Printing,eora 3D | High-Precision 3D Scanning on Your Smartphone
58985,DIY Electronics,SmartiPi Touch: A Raspberry Pi Touch stand
64356,Product Design,PHX Pen
199629,Product Design,The Everyday Adventure Bag - KP Sling
147891,Product Design,"Rockwell Razors - Shaving, Reinvented"
319765,Wearables,Coros LINX Smart Cycling Helmet: Safely tune in to your ride
83053,Product Design,STRAINER BOWL - Beautiful and practical in so many ways
101230,Graphic Novels,Scurry Book 1: Doomed Colony - A post-apocalyptic mouse tale
80977,Video Games,Pulse - Reveal the world through sound
34147,Technology,Password Reset Key
111661,Tabletop Games,Dr. McNinja's Legendary Showdown
149580,Film &amp; Video,Brattle Theatre: Digital Projection & HVAC Renovation
75107,Children's Books,The Boy Who Spoke to the Earth - a Children's Book
101171,Shorts,Star Trek: Prelude to Axanar
171805,Tabletop Games,D-Day Dice Board Game
115110,Film &amp; Video,"The Death of ""Superman Lives"": What Happened?"
471748,Product Design,flying tent - 7 seconds to the stars
408160,Product Design,Bia: Multi-Sport GPS Sports Watch with SOS Safety Alert
254767,Electronic Music,Electronic Opus
140339,Publishing,2017 Make Shit Happen Planner
96023,Tabletop Games,Drunk Quest
70715,Gadgets,LiteWire Key: Fastest & Safest Compact Dual Charging Cable
60162,Video Games,Masquerada: Songs and Shadows
53681,Accessories,DASH 3.0 : Premium Vegetable-Tanned Leather Wallet
112159,Design,The Shape of Design
108362,Tabletop Games,The Burning Wheel Codex
41021,Video Games,Knock-knock
34180,Video Games,Galactic Princess
98113,Art Books,The Bacterionomicon
380015,Games,Deluxe Werewolf the Apocalypse 20th Anniversary Edition
131087,Fantasy,Mythica 5: The Godslayer
343415,Product Design,Eyez\u2122 by ZionEyez HD Video Recording Glasses for Facebook
328736,Flight,Save the Airplane that Led the D-Day Invasion
82702,Electronic Music,NYVES
55621,Tabletop Games,Moral Dilemma -
45076,Product Design,Sugar Skull Spoon
167916,Documentary,Linsanity: the Movie
173625,Tabletop Games,GNL Mats
85319,Product Design,nuplug\u2122    the most convenient outlet for your smart-devices
277361,Design,Geizeer - eco friendly ice cooling
200032,Wearables,"Carry Less, Adventure More: Survival Belt"
93961,Tabletop Games,Dwarves in Trouble
85213,Tabletop Games,You Need These Dice
299914,Art Books,Larry Elmore: The Complete Elmore Artbook (Hardback)
76014,Video Games,FORCED SHOWDOWN
104568,Product Design,Nexus Minimal Fountain Pen
81071,Music,JJ Heller's FIRST Full-Length Christmas Album
400787,Gadgets,"ZEEQ Smart Pillow: Stream Music, Stop Snoring, Sleep Smarter"
37715,Product Design,Sprout: a pencil with a seed
144676,Nonfiction,Nintendo NES Library Guide & Review Book of 750+ Games!
294628,Tabletop Games,Traveller 5th Edition
617258,Product Design,Flyte : Levitating Light
81216,Video Games,Wanderer
52448,Periodicals,Hail To The Victors 2015
29380,Hardware,"Engineer's ""Excuse"" Dice"
265448,Art,Little Sun Charge: a solar phone charger by Olafur Eliasson
75045,Tabletop Games,Project: Dark
305746,Hardware,EcoQube Air - The World's First Desktop Greenhouse
150235,Tabletop Games,Demon: The Descent Prestige Edition
304142,Drinks,DrinkTanks Offers the World's Largest Growler & Personal Keg
147800,Wearables,PulseBand A6 - Healthy Living: One pulse at a time
73357,Tabletop Games,Fate More: From Bits to Books
80631,Product Design,MAGNO | The World's First Magnetically Controlled Pencil
460584,Robots,PancakeBot - The world's first pancake printer!
652001,Hardware,The Model 01: an heirloom-grade keyboard for serious typists
42006,Video Games,Tangiers - Stealth driven by dark 20th century avant-garde.
224370,Product Design,The 4-Season Give'r Gloves: The Best Damn Gloves Ever
212535,Wearables,The Customizable Smart Band that Lights Up Your Night
53654,Journalism,FOIA Machine
61748,Product Design,AKO DICE II
2945885,Technology,"FORM 1: An affordable, professional 3D printer"
88558,Tabletop Games,FAMILY PLOT
175534,Electronic Music,Turrican Soundtrack Anthology by Chris Huelsbeck
78662,Product Design,Nock Co. - Pen Cases Hand Made In The USA
70511,Product Design,The 2017 Planner Available To Order Today
83414,Product Design,"The KeySquare: Gentlemen, there is a better way..."
56427,Technology,MAGKEY - Magnetic Smart Key Holder
40555,Comics,The Whole Story: Winter 2013
192973,Hardware,Nanoleaf Bloom: Dimmable bulb that doesn't need a dimmer
95979,Video Games,Aquanox Deep Descent
92624,Graphic Design,Iconic: Advanced icons for the modern web
77733,Video Games,War of Rights
59267,Product Design,TubShroom\u2122 - World's Best Minimalist Strainer | Hair Catcher
180076,3D Printing,Haptix: Multitouch Reinvented
52945,Tabletop Games,Garbage Day 2-6 Player (w/ Smelly Expansion) Dexterity Game!
318784,Animation,The Vision of Escaflowne: A New HD Dub for the Classic Anime
97960,Tabletop Games,Ryuutama - Natural Fantasy Role-Playing Game
98915,Product Design,"Rockwell Chrome Series - Classic, Adjustable Safety Razors"
